2342.488	2342.488	2345.583
2350.740	2343.520	2345.583
2361.055	2351.771	2347.646
2352.950	2347.646	2347.498
2352.950	2348.088	2346.467
2355.161	2348.824	2346.761
2352.803	2347.793	2345.877
2354.276	2345.141	2345.730
2355.013	2349.119	2346.319
2355.603	2348.677	2347.498
2353.540	2349.414	2348.530
2356.487	2350.887	2351.035
2355.308	2352.656	2353.392
2355.161	2353.687	2354.276
2355.455	2355.308	2356.634
2358.844	2355.308	2357.960
2358.108	2357.371	2357.518
2359.581	2357.371	2358.402
2359.434	2356.487	2356.929
2359.139	2353.392	2355.455
2361.202	2354.424	2355.161
2357.371	2351.329	2351.477
2353.540	2349.119	2347.056
2355.161	2347.940	2349.119
2353.392	2348.972	2347.646
2352.656	2350.740	2349.561
2352.361	2353.834	2349.856
2350.445	2352.214	2350.445
2350.151	2353.687	2350.740
2351.035	2355.013	2352.803
2349.119	2353.982	2352.361
2349.119	2351.035	2352.803
2348.382	2350.740	2349.561
2348.824	2347.646	2350.887
2351.624	2350.445	2350.298
2352.508	2348.677	2350.003
2352.066	2347.940	2347.793
2350.003	2346.761	2346.319
2353.098	2349.561	2346.025
2349.561	2346.467	2346.025
2349.414	2348.824	2344.256
2345.141	2345.288	2344.256
2345.583	2347.351	2345.288
2345.141	2348.235	2347.793
2345.141	2349.266	2349.414
2341.457	2346.614	2347.498
2345.288	2347.056	2349.561
2342.783	2345.141	2347.940
2344.698	2346.761	2347.646
2346.761	2346.319	2350.593
2347.498	2344.109	2347.498
2346.614	2341.015	2345.435
2346.909	2340.720	2344.993
2345.141	2341.015	2343.962
2344.846	2341.162	2343.814
2341.899	2336.741	2341.604
2337.625	2335.710	2338.215
2337.036	2335.415	2338.657
2337.773	2338.215	2339.541
2336.594	2338.657	2339.836
2337.478	2339.688	2341.457
2339.688	2340.720	2343.667
2341.604	2344.846	2345.583
2342.193	2343.520	2345.435
2340.425	2344.404	2346.909
2340.130	2341.457	2343.962
2342.341	2341.604	2344.993
2340.130	2337.036	2340.278
2338.657	2336.152	2339.688
2336.594	2333.205	2338.215
2341.162	2335.268	2338.215
2338.657	2333.647	2335.563
2340.278	2335.710	2337.920
2337.478	2334.973	2336.889
2337.920	2337.331	2338.657
2336.299	2335.857	2336.152
2338.362	2337.183	2337.773
2333.205	2336.447	2337.183
2335.710	2336.005	2338.068
2334.236	2334.531	2337.331
2335.710	2337.331	2336.299
2336.299	2335.710	2338.952
2339.394	2337.478	2339.836
2339.983	2336.741	2342.193
2341.751	2335.268	2340.720
2340.278	2334.678	2341.162
2342.636	2337.478	2341.309
2341.751	2334.826	2341.751
2341.309	2337.478	2340.720
2338.362	2335.415	2341.162
2338.362	2337.773	2340.130
2336.152	2338.657	2340.573
2337.625	2340.425	2339.394
2334.826	2338.804	2339.983
2335.120	2340.867	2341.604
2334.973	2339.099	2339.983
2336.152	2340.425	2340.130
2335.415	2337.478	2339.541
2338.362	2340.867	2339.688
2338.804	2339.688	2341.162
2338.952	2340.425	2340.130
2341.899	2338.362	2337.773
2340.720	2339.394	2338.510
2341.457	2337.920	2335.857
2341.309	2340.278	2336.005
2340.720	2336.299	2336.152
2340.130	2337.773	2335.857
2339.541	2336.594	2335.415
2337.036	2336.889	2336.594
2339.246	2336.889	2336.594
2337.920	2336.299	2338.804
2338.510	2337.036	2336.741
2339.246	2336.447	2337.773
2339.836	2337.773	2337.183
2342.046	2336.889	2337.773
2340.720	2336.741	2336.594
2338.657	2335.563	2333.942
2340.130	2336.152	2333.647
2336.741	2332.321	2331.731
2336.005	2333.647	2331.437
2334.531	2331.289	2331.142
2331.142	2332.026	2330.847
2332.615	2333.352	2332.321
2332.615	2333.942	2333.794
2330.847	2334.236	2333.205
2333.794	2334.973	2335.415
2332.910	2333.794	2336.299
2334.384	2334.678	2337.331
2337.478	2333.794	2337.773
2339.246	2334.531	2337.331
2342.193	2335.415	2339.983
2342.930	2333.942	2338.804
2342.046	2334.236	2341.457
2342.341	2334.826	2337.920
2342.488	2336.447	2337.773
2341.015	2338.215	2337.183
2339.246	2336.889	2338.657
2336.152	2336.447	2336.889
2335.563	2339.099	2338.804
2335.415	2338.952	2336.005
2334.678	2338.804	2337.625
2333.352	2336.889	2337.478
2334.384	2335.563	2338.510
2334.089	2336.152	2337.478
2335.563	2333.794	2335.857
2335.268	2330.995	2336.447
2336.299	2331.437	2335.563
2335.268	2330.258	2337.920
2338.510	2330.405	2336.889
2333.942	2329.079	2334.973
2334.384	2329.668	2334.973
2333.500	2331.289	2335.415
2333.205	2333.794	2335.120
2333.647	2334.384	2336.447
2334.236	2337.625	2335.268
2332.173	2337.773	2336.447
2336.594	2339.983	2337.773
2334.531	2337.183	2337.036
2334.531	2336.299	2338.804
2335.415	2337.331	2339.099
2335.563	2335.120	2337.773
2336.005	2334.236	2338.952
2337.331	2331.731	2337.183
2336.447	2331.142	2336.741
2337.625	2331.879	2337.036
2340.130	2332.321	2334.826
2338.804	2330.847	2333.647
2337.920	2331.731	2333.500
2337.331	2331.437	2332.763
2334.089	2332.468	2331.731
2334.236	2334.089	2332.763
2333.057	2333.794	2331.731
2331.731	2334.531	2332.910
2330.258	2331.584	2331.584
2330.110	2331.731	2333.205
2330.847	2332.321	2333.942
2332.615	2330.700	2334.678
2332.910	2329.374	2333.205
2334.236	2327.163	2333.057
2331.731	2325.248	2331.289
2333.647	2327.753	2332.468
2330.847	2325.690	2329.521
2330.700	2324.364	2329.374
2328.195	2325.395	2331.142
2327.163	2325.542	2332.615
2325.395	2327.753	2332.468
2326.427	2329.521	2334.089
2325.837	2329.374	2333.794
2328.637	2333.794	2338.215
