899.343	2340.425
900.982	2347.646
902.621	2360.023
904.260	2350.740
905.898	2349.709
907.536	2350.003
909.174	2346.761
910.812	2346.319
912.449	2347.203
914.087	2344.846
915.724	2342.341
917.360	2344.698
918.997	2346.761
920.633	2349.414
922.269	2350.887
923.905	2353.245
925.540	2356.045
927.175	2357.666
928.810	2357.960
930.445	2355.013
932.079	2356.192
933.714	2353.098
935.348	2352.508
936.981	2350.593
938.615	2352.803
940.248	2352.950
941.881	2353.687
943.514	2351.035
945.147	2352.508
946.779	2350.003
948.411	2350.445
950.043	2346.614
951.675	2346.025
953.306	2347.056
954.937	2349.266
956.568	2348.235
958.199	2348.972
959.829	2350.445
961.460	2350.887
963.090	2350.151
964.719	2348.088
966.349	2345.583
967.978	2344.993
969.607	2345.730
971.236	2344.109
972.865	2342.636
974.493	2343.667
976.121	2343.225
977.749	2344.109
979.377	2346.761
981.004	2345.730
982.631	2343.520
984.258	2346.025
985.885	2345.288
987.511	2347.498
989.138	2342.488
990.764	2340.278
992.390	2337.773
994.015	2339.541
995.641	2338.510
997.266	2338.362
998.891	2338.362
1000.515	2341.899
1002.140	2341.309
1003.764	2342.488
1005.388	2341.751
1007.012	2341.015
1008.635	2339.394
1010.259	2337.183
1011.882	2337.331
1013.505	2338.952
1015.127	2337.478
1016.750	2339.099
1018.372	2336.152
1019.994	2336.741
1021.616	2334.089
1023.237	2332.910
1024.859	2330.847
1026.480	2330.552
1028.101	2328.342
1029.721	2331.879
1031.342	2332.173
1032.962	2335.710
1034.582	2337.920
1036.202	2338.804
1037.821	2340.573
1039.441	2341.899
1041.060	2341.457
1042.679	2343.814
1044.297	2341.162
1045.916	2342.783
1047.534	2339.541
1049.152	2341.309
1050.770	2339.246
1052.388	2338.657
1054.005	2334.236
1055.622	2335.710
1057.239	2331.879
1058.856	2335.710
1060.472	2333.647
1062.089	2337.036
1063.705	2337.331
1065.321	2339.246
1066.936	2338.215
1068.552	2338.068
1070.167	2337.920
1071.782	2336.447
1073.397	2336.005
1075.012	2333.794
1076.626	2333.647
1078.240	2333.500
1079.854	2334.236
1081.468	2334.973
1083.082	2337.920
1084.695	2336.005
1086.308	2337.478
1087.921	2337.920
1089.534	2339.688
1091.146	2338.215
1092.759	2337.183
1094.371	2333.352
1095.983	2335.710
1097.594	2335.857
1099.206	2335.120
1100.817	2333.352
1102.428	2332.615
1104.039	2332.026
1105.650	2333.057
1107.260	2331.437
1108.871	2334.384
1110.481	2334.531
1112.091	2335.120
1113.700	2338.215
1115.310	2337.920
1116.919	2340.278
1118.528	2339.541
1120.137	2338.657
1121.746	2338.657
1123.354	2339.246
1124.962	2335.710
1126.570	2337.331
1128.178	2333.794
1129.786	2334.531
1131.393	2330.847
1133.001	2328.932
1134.608	2328.195
1136.215	2330.258
1137.821	2329.374
1139.428	2332.615
1141.034	2330.258
1142.640	2332.615
1144.246	2333.352
1145.852	2334.089
1147.457	2335.857
1149.062	2335.857
1150.667	2333.794
1152.272	2333.205
1153.877	2332.615
1155.482	2331.289
1157.086	2331.879
1158.690	2329.079
1160.294	2327.605
1161.898	2327.753
1163.501	2328.342
1165.105	2329.079
1166.708	2331.584
1168.311	2330.700
1169.914	2330.995
1171.516	2333.352
1173.118	2332.763
1174.721	2335.857
1176.323	2333.500
1177.925	2331.289
1179.526	2330.405
1181.128	2329.079
1182.729	2328.195
1184.330	2327.458
1185.931	2325.542
1187.532	2326.132
1189.132	2326.132
1190.732	2327.311
1192.333	2327.458
1193.933	2327.016
1195.532	2328.195
1197.132	2329.521
1198.731	2329.226
1200.331	2330.995
1201.930	2329.521
1203.528	2330.700
1205.127	2327.900
1206.726	2327.605
1208.324	2323.332
1209.922	2327.311
1211.520	2324.806
1213.118	2325.837
1214.715	2324.364
1216.313	2327.163
1217.910	2326.574
1219.507	2329.521
1221.104	2324.069
1222.700	2326.721
1224.297	2325.248
1225.893	2327.016
1227.489	2326.574
1229.085	2328.784
1230.681	2326.132
1232.277	2330.110
1233.872	2326.721
1235.467	2329.668
1237.063	2326.721
1238.657	2327.605
1240.252	2325.542
1241.847	2328.195
1243.441	2327.163
1245.035	2331.731
1246.629	2326.721
1248.223	2329.374
1249.817	2327.016
1251.410	2328.342
1253.004	2327.753
1254.597	2328.342
1256.190	2324.953
1257.783	2330.700
1259.375	2328.047
1260.968	2329.521
1262.560	2324.806
1264.152	2326.132
1265.744	2324.953
1267.336	2325.690
1268.927	2318.175
1270.519	2320.238
1272.110	2318.469
1273.701	2323.037
1275.292	2321.269
1276.883	2322.301
1278.474	2322.153
1280.064	2327.753
1281.654	2327.900
1283.244	2331.289
1284.834	2328.195
1286.424	2329.963
1288.014	2325.542
1289.603	2328.784
1291.192	2324.364
1292.782	2327.458
1294.371	2322.006
1295.959	2324.069
1297.548	2321.564
1299.136	2325.248
1300.725	2322.006
1302.313	2326.132
1303.901	2322.890
1305.489	2328.342
1307.076	2327.311
1308.664	2329.816
1310.251	2329.226
1311.838	2330.110
1313.425	2329.816
