339.628	711.523
340.007	711.523
340.385	711.523
340.764	636.626
341.143	618.236
341.521	609.542
341.900	595.834
342.278	601.183
342.657	607.871
343.035	602.521
343.413	609.542
343.792	609.877
344.170	598.843
344.548	609.208
344.927	619.908
345.305	618.236
345.683	624.923
346.061	629.604
346.439	647.994
346.818	658.359
347.196	658.359
347.574	652.006
347.952	665.047
348.330	669.728
348.708	687.449
349.085	682.433
349.463	692.464
349.841	690.792
350.219	703.498
350.597	703.498
350.974	714.198
351.352	713.863
351.730	728.575
352.107	728.575
352.485	745.962
352.862	760.005
353.240	761.008
353.617	767.361
353.995	763.349
354.372	760.005
354.750	760.340
355.127	755.993
355.504	748.303
355.881	759.337
356.259	749.640
356.636	762.012
357.013	764.686
357.390	778.730
357.767	777.727
358.144	778.730
358.521	765.690
358.898	770.036
359.275	764.018
359.652	758.668
360.029	750.643
360.406	745.962
360.783	748.971
361.159	759.337
361.536	755.324
361.913	755.993
362.290	758.668
362.666	756.996
363.043	769.368
363.419	764.352
363.796	765.690
364.172	770.705
364.549	764.352
364.925	766.024
365.302	765.021
365.678	754.990
366.054	745.293
366.431	738.272
366.807	727.907
367.183	738.606
367.559	734.259
367.935	735.597
368.312	744.290
368.688	752.984
369.064	751.981
369.440	759.671
369.816	749.640
370.192	750.643
370.567	754.990
370.943	746.965
371.319	741.615
371.695	751.646
372.071	757.330
372.446	755.993
372.822	758.334
373.198	762.012
373.573	769.368
373.949	773.046
374.325	767.027
374.700	763.683
375.075	770.705
375.451	766.693
375.826	761.677
376.202	751.312
376.577	759.337
376.952	760.674
377.328	757.330
377.703	760.674
378.078	760.674
378.453	754.656
378.828	755.324
379.203	748.303
379.578	752.315
379.953	757.999
380.328	761.008
380.703	774.383
381.078	775.720
381.453	775.386
381.828	775.720
382.203	772.377
382.578	769.702
382.952	764.018
383.327	751.312
383.702	755.659
384.076	760.005
384.451	758.334
384.825	762.346
385.200	754.990
385.574	755.324
385.949	748.303
386.323	750.978
386.698	751.646
387.072	759.002
387.446	754.990
387.821	764.686
388.195	760.674
388.569	766.358
388.943	762.346
389.317	762.346
389.691	749.640
390.065	756.996
390.439	753.987
390.813	749.975
391.187	751.646
391.561	755.659
391.935	763.683
392.309	770.036
392.683	756.327
393.056	748.303
393.430	761.343
393.804	750.978
394.178	737.269
394.551	734.259
394.925	734.594
395.298	737.603
395.672	744.625
396.045	743.622
396.419	759.671
396.792	769.033
397.165	772.711
397.539	767.027
397.912	776.055
398.285	778.395
398.659	772.711
399.032	768.699
399.405	756.996
399.778	752.984
400.151	766.693
400.524	765.355
400.897	762.346
401.270	773.380
401.643	772.377
402.016	786.754
402.389	784.079
402.762	776.723
403.134	773.046
403.507	780.067
403.880	778.061
404.253	782.408
404.625	786.420
404.998	795.113
405.370	795.448
405.743	798.123
406.115	797.454
406.488	799.460
406.860	808.488
407.233	794.779
407.605	797.120
407.977	792.773
408.350	784.748
408.722	786.420
409.094	781.405
409.466	770.036
409.838	790.432
410.210	782.073
410.582	800.129
410.954	814.841
411.326	818.519
411.698	829.553
412.070	852.958
412.442	872.017
412.814	886.729
413.186	897.763
413.558	912.809
413.929	933.874
414.301	938.555
414.673	949.923
415.044	947.248
415.416	965.304
415.787	981.019
416.159	999.743
416.530	1014.789
416.902	1045.551
417.273	1061.934
417.645	1100.386
418.016	1132.819
418.387	1153.215
418.758	1178.961
419.130	1200.026
419.501	1224.769
419.872	1242.824
420.243	1257.871
420.614	1267.233
420.985	1294.985
421.356	1317.722
421.727	1352.161
422.098	1370.216
422.469	1415.355
422.840	1447.789
423.211	1485.571
423.581	1534.723
423.952	1582.871
424.323	1630.016
424.693	1674.152
425.064	1726.981
425.435	1774.795
425.805	1829.965
426.176	1870.422
426.546	1912.218
426.917	1953.344
427.287	2010.186
427.657	2057.331
428.028	2113.838
428.398	2161.652
428.768	2214.816
429.138	2282.022
429.509	2338.530
429.879	2411.086
430.249	2465.922
430.619	2518.082
430.989	2600.335
431.359	2668.879
431.729	2716.025
432.099	2795.603
432.469	2832.717
432.839	2889.559
433.208	2978.499
433.578	3038.350
433.948	3105.891
434.318	3187.475
434.687	3245.654
435.057	3349.641
435.426	3445.603
435.796	3521.503
436.165	3596.735
436.535	3665.948
436.904	3756.560
437.274	3868.237
437.643	3950.156
438.012	4048.792
438.382	4137.733
438.751	4245.397
439.120	4353.396
439.489	4426.287
439.858	4498.175
440.227	4590.794
440.597	4654.322
440.966	4723.535
441.335	4816.488
441.703	4907.769
442.072	5007.409
442.441	5090.665
442.810	5159.209
443.179	5253.834
443.548	5328.397
443.916	5364.173
444.285	5416.334
444.654	5487.553
445.022	5507.281
445.391	5527.008
445.759	5514.637
446.128	5506.612
446.496	5491.900
446.865	5467.491
447.233	5420.681
447.601	5393.263
447.970	5348.458
448.338	5304.657
448.706	5259.518
449.074	5200.336
449.443	5131.792
449.811	5035.495
450.179	4961.936
450.547	4870.320
450.915	4803.782
451.283	4698.458
451.651	4589.456
452.018	4490.151
452.386	4401.879
452.754	4287.527
453.122	4200.927
453.490	4083.232
453.857	3975.233
454.225	3881.611
454.593	3762.913
454.960	3650.567
455.328	3578.679
455.695	3475.361
456.063	3379.399
456.430	3305.171
456.798	3235.623
457.165	3167.748
457.532	3121.272
457.899	3047.377
458.267	2991.539
458.634	2939.713
459.001	2883.206
459.368	2825.361
459.735	2790.922
460.102	2732.408
460.469	2677.238
460.836	2631.431
461.203	2587.964
461.570	2540.484
461.937	2523.766
462.304	2477.290
462.671	2443.185
463.037	2405.736
463.404	2383.000
463.771	2348.226
464.137	2333.848
464.504	2275.001
464.870	2253.267
465.237	2211.472
465.603	2186.060
465.970	2147.609
466.336	2122.532
466.703	2085.752
467.069	2065.021
467.435	2026.904
467.801	2016.204
468.168	1995.808
468.534	1974.409
468.900	1956.353
469.266	1936.626
469.632	1918.236
469.998	1912.552
470.364	1883.797
470.730	1869.419
471.096	1863.735
471.462	1847.017
471.827	1840.664
472.193	1829.296
472.559	1804.219
472.925	1809.234
473.290	1798.535
473.656	1770.782
474.022	1752.058
