2338.362	2330.110	2343.520	2347.646	2335.268	2403.345	2413.660	2415.723	2355.897	2331.142	2342.488	2339.394	2352.803
2346.614	2347.646	2343.520	2352.803	2362.086	2430.164	2436.353	2419.849	2366.212	2343.520	2334.236	2343.520	2337.331
2347.646	2341.457	2342.488	2360.023	2350.740	2421.912	2430.164	2438.416	2385.810	2341.457	2373.433	2352.803	2357.960
2347.203	2346.614	2346.909	2352.508	2348.382	2417.197	2429.132	2425.006	2370.338	2342.930	2349.266	2349.414	2348.972
2344.404	2348.530	2348.088	2350.151	2348.972	2418.523	2430.311	2427.217	2371.959	2343.962	2349.709	2349.856	2346.319
2345.730	2349.856	2348.088	2349.709	2348.530	2417.933	2431.048	2427.217	2374.169	2346.614	2352.656	2352.214	2348.235
2343.814	2351.035	2347.940	2349.119	2347.498	2418.376	2432.227	2428.101	2372.254	2347.793	2349.266	2351.477	2347.203
2341.899	2351.771	2344.993	2346.025	2345.730	2419.554	2432.227	2426.480	2374.611	2344.846	2349.119	2350.740	2348.382
2342.636	2353.982	2349.856	2349.414	2350.298	2425.449	2437.384	2431.195	2375.790	2348.382	2352.066	2350.593	2350.593
2345.288	2351.329	2347.203	2348.677	2351.035	2429.427	2438.416	2432.374	2376.232	2348.972	2353.245	2353.392	2350.887
2343.372	2352.214	2348.824	2349.266	2352.066	2432.669	2443.278	2435.763	2377.853	2352.361	2353.687	2352.361	2350.593
2347.351	2352.361	2348.677	2353.392	2354.424	2437.532	2449.467	2439.005	2380.653	2354.866	2356.634	2356.929	2354.424
2347.646	2354.719	2351.329	2355.308	2355.308	2443.573	2453.888	2445.783	2381.684	2353.392	2356.045	2355.603	2356.192
2349.119	2352.361	2351.771	2354.571	2357.518	2444.162	2456.246	2446.520	2380.506	2355.013	2357.371	2356.782	2354.571
2353.245	2355.013	2352.656	2359.581	2357.518	2449.909	2463.613	2452.562	2382.863	2356.192	2358.108	2357.224	2357.813
2353.834	2354.276	2353.834	2360.465	2358.697	2449.909	2465.971	2455.214	2384.337	2358.697	2358.550	2358.992	2356.487
2355.161	2355.308	2355.750	2362.381	2358.697	2453.298	2470.539	2461.698	2385.368	2356.782	2357.076	2358.992	2360.023
2354.866	2352.656	2353.540	2362.234	2356.192	2451.825	2470.834	2462.582	2385.073	2355.750	2355.750	2360.318	2356.782
2355.013	2354.424	2353.098	2361.497	2355.603	2453.151	2472.160	2464.497	2384.189	2354.276	2353.982	2357.371	2358.255
2354.866	2351.182	2349.414	2360.318	2352.656	2449.909	2470.392	2464.350	2383.453	2353.834	2354.571	2358.255	2354.866
2354.719	2353.982	2349.119	2360.023	2352.508	2454.330	2472.454	2467.592	2387.284	2353.245	2353.687	2358.550	2356.929
2353.392	2350.887	2347.351	2357.224	2352.656	2451.235	2469.360	2469.802	2385.073	2352.950	2351.624	2357.666	2352.214
2349.414	2349.414	2343.520	2352.950	2349.266	2453.888	2472.160	2468.329	2384.042	2348.677	2348.235	2355.603	2350.740
2351.477	2350.740	2343.667	2352.361	2350.151	2454.035	2472.454	2470.834	2384.631	2350.740	2350.445	2354.571	2348.088
2350.151	2352.361	2346.025	2351.035	2353.098	2458.456	2476.728	2473.191	2386.842	2349.856	2351.182	2356.339	2351.035
2352.066	2352.656	2347.203	2352.214	2355.013	2461.403	2480.264	2476.138	2389.494	2351.919	2352.656	2354.719	2348.824
2351.182	2353.540	2350.445	2352.508	2357.224	2469.360	2489.400	2481.590	2391.852	2353.540	2353.540	2356.045	2352.508
2351.035	2352.803	2351.624	2352.950	2356.192	2471.570	2493.673	2482.180	2391.115	2353.392	2354.719	2353.687	2352.066
2350.151	2352.803	2351.329	2351.329	2355.455	2473.339	2495.736	2481.001	2391.704	2351.477	2353.834	2351.329	2352.361
2352.950	2351.919	2352.214	2353.392	2356.487	2471.570	2495.442	2482.917	2393.767	2352.950	2355.455	2351.477	2353.098
2348.972	2352.508	2351.035	2352.656	2355.013	2471.570	2496.621	2480.559	2390.231	2350.298	2352.361	2349.414	2352.803
2349.119	2348.677	2348.088	2353.245	2353.245	2471.128	2496.031	2481.148	2389.789	2349.856	2349.119	2346.909	2351.919
2347.203	2349.709	2348.824	2351.477	2348.677	2471.570	2493.379	2478.791	2384.926	2346.467	2347.203	2348.824	2348.530
2347.940	2347.498	2345.141	2351.182	2349.856	2466.855	2489.253	2476.580	2384.189	2346.761	2344.256	2346.467	2346.172
2351.035	2350.151	2347.498	2350.887	2349.856	2469.507	2487.779	2477.759	2383.453	2346.025	2344.404	2348.530	2345.435
2351.329	2349.119	2346.172	2354.719	2350.151	2469.655	2486.748	2477.317	2381.537	2346.319	2345.877	2349.561	2343.962
2349.119	2349.414	2346.909	2351.771	2347.793	2472.160	2484.980	2475.991	2377.264	2344.109	2344.109	2349.414	2344.404
2349.561	2347.793	2345.141	2352.066	2347.351	2470.981	2482.917	2476.433	2378.885	2346.025	2345.730	2350.298	2342.930
2348.972	2351.771	2346.319	2350.887	2348.824	2472.307	2483.948	2476.286	2378.000	2346.467	2348.677	2351.182	2342.488
2347.056	2346.761	2342.046	2347.498	2349.561	2468.918	2482.769	2475.402	2378.148	2344.993	2345.877	2348.530	2342.488
2344.993	2347.793	2343.962	2346.467	2347.203	2470.686	2482.917	2473.339	2376.380	2343.667	2347.498	2347.498	2343.225
2341.604	2343.962	2339.688	2345.435	2345.877	2466.708	2481.590	2473.633	2376.380	2342.783	2343.962	2346.614	2342.783
2341.162	2344.993	2341.604	2343.520	2346.025	2467.444	2483.948	2473.339	2378.148	2344.993	2344.551	2345.288	2344.698
2342.636	2346.909	2341.751	2346.467	2348.677	2466.266	2486.600	2476.286	2380.506	2346.319	2346.025	2346.172	2345.288
2341.604	2346.319	2343.225	2345.583	2350.151	2469.213	2488.369	2475.549	2381.242	2345.141	2346.467	2345.141	2346.761
2341.015	2342.341	2341.751	2344.256	2347.940	2467.297	2485.569	2476.286	2378.000	2342.488	2341.899	2344.404	2344.698
2341.751	2344.993	2343.225	2346.909	2347.646	2470.392	2488.958	2479.822	2380.358	2343.962	2344.256	2344.846	2345.288
2341.457	2341.751	2342.193	2346.909	2344.846	2468.181	2488.516	2479.527	2378.590	2340.867	2340.130	2343.225	2342.046
2343.078	2342.046	2343.225	2347.793	2344.256	2469.065	2488.958	2479.822	2377.411	2339.541	2343.372	2343.225	2343.962
2344.698	2342.636	2344.993	2348.972	2344.846	2470.244	2489.842	2483.064	2375.790	2340.425	2342.636	2346.025	2342.930
2343.962	2339.246	2341.015	2348.235	2341.457	2472.602	2489.105	2482.769	2375.053	2338.215	2341.899	2344.404	2341.899
2340.425	2339.099	2341.309	2345.583	2340.720	2467.739	2484.390	2481.296	2370.780	2336.741	2336.889	2342.046	2336.889
2343.814	2340.720	2341.309	2347.351	2341.309	2472.897	2487.485	2483.064	2373.138	2338.804	2339.836	2342.636	2336.741
2342.046	2339.099	2341.604	2345.583	2341.015	2471.128	2486.895	2483.211	2371.664	2339.246	2338.657	2342.193	2336.889
2343.814	2342.193	2340.867	2345.141	2342.193	2472.602	2488.074	2484.390	2372.254	2340.867	2342.341	2344.404	2337.625
2338.215	2340.130	2337.036	2341.015	2341.604	2472.454	2489.400	2482.475	2371.075	2339.099	2337.331	2340.867	2332.615
2336.594	2337.625	2334.973	2336.152	2339.836	2473.633	2489.548	2479.085	2370.485	2337.478	2336.299	2337.920	2332.763
