2339.394	2331.142	2336.299
2347.646	2343.520	2339.394
2354.866	2344.551	2357.960
2348.235	2343.667	2349.119
2349.119	2345.435	2350.740
2351.035	2347.203	2351.035
2348.824	2347.646	2350.593
2350.003	2348.235	2347.351
2350.445	2350.151	2349.119
2352.066	2349.266	2346.614
2350.593	2350.887	2346.172
2351.477	2351.182	2347.351
2351.035	2353.540	2349.414
2352.214	2352.361	2347.498
2353.098	2355.161	2350.298
2355.455	2355.013	2349.709
2355.455	2357.076	2353.687
2356.192	2355.013	2353.540
2355.897	2356.192	2353.098
2355.603	2353.834	2352.361
2355.455	2355.897	2353.098
2351.919	2353.098	2354.424
2351.329	2352.361	2350.740
2348.824	2352.361	2350.593
2349.119	2352.950	2349.561
2349.266	2354.129	2349.266
2348.530	2352.508	2349.709
2348.677	2354.424	2350.593
2348.824	2351.624	2347.646
2347.203	2352.803	2349.266
2348.382	2349.561	2346.909
2347.940	2347.203	2346.761
2347.940	2343.372	2346.467
2348.972	2342.930	2346.467
2350.740	2341.899	2346.909
2350.298	2344.404	2345.141
2350.298	2342.636	2347.203
2350.593	2344.256	2346.172
2349.561	2346.319	2348.677
2345.583	2346.025	2344.993
2345.435	2346.909	2344.993
2341.751	2343.225	2343.225
2341.162	2342.046	2345.141
2342.046	2344.846	2344.846
2341.899	2342.783	2346.172
2341.162	2342.193	2342.193
2343.520	2341.015	2345.435
2341.309	2339.394	2344.256
2343.225	2340.278	2345.435
2346.467	2343.078	2348.382
2343.814	2340.130	2345.288
2340.573	2339.394	2344.698
2343.225	2338.804	2344.551
2341.751	2341.162	2343.225
2340.278	2342.046	2342.193
2337.920	2340.720	2337.478
2334.384	2338.510	2333.647
2334.531	2335.710	2334.089
2337.183	2340.720	2335.415
2335.268	2337.773	2335.857
2337.773	2340.720	2337.036
2340.720	2340.425	2338.362
2342.636	2340.573	2340.720
2343.667	2338.952	2341.162
2343.225	2339.688	2340.278
2342.046	2336.299	2338.952
2341.457	2338.510	2340.425
2339.836	2333.647	2336.152
2337.331	2333.352	2333.352
2335.857	2334.826	2335.120
2336.152	2337.183	2335.710
2336.889	2335.710	2336.447
2335.710	2334.089	2335.563
2335.563	2336.152	2334.236
2335.120	2335.710	2337.625
2335.268	2337.036	2337.920
2336.889	2334.973	2336.152
2335.268	2333.205	2334.826
2334.531	2335.120	2334.973
2336.152	2336.152	2335.120
2337.331	2333.794	2335.415
2337.773	2334.678	2335.710
2337.625	2334.089	2338.804
2339.394	2336.299	2337.625
2338.510	2337.036	2336.594
2338.952	2337.773	2335.563
2339.099	2340.425	2335.120
2341.457	2339.541	2335.120
2340.278	2341.457	2334.973
2339.983	2339.541	2333.205
2338.952	2340.867	2336.005
2341.309	2338.952	2337.478
2340.867	2337.331	2337.773
2339.836	2334.531	2338.952
2336.447	2335.415	2339.099
2337.773	2333.352	2338.510
2339.099	2333.205	2338.804
2336.594	2330.847	2336.005
2336.152	2333.647	2338.804
2336.889	2335.268	2337.331
2336.889	2337.036	2337.625
2338.068	2336.889	2336.005
2337.625	2339.394	2335.120
2337.036	2337.478	2332.763
2337.331	2339.099	2336.447
2335.857	2335.710	2332.321
2334.973	2334.678	2333.942
2334.973	2332.468	2331.879
2334.089	2332.173	2333.205
2333.500	2329.816	2334.236
2333.205	2332.321	2335.710
2333.942	2330.552	2332.173
2336.447	2332.026	2334.531
2336.889	2332.615	2332.910
2337.920	2334.531	2333.057
2336.299	2334.826	2332.173
2338.952	2335.268	2329.816
2337.183	2336.447	2329.226
2337.331	2333.500	2329.521
2335.268	2335.268	2328.932
2334.089	2333.647	2330.258
2330.552	2333.352	2330.700
2332.468	2334.236	2332.173
2330.847	2333.500	2333.205
2333.057	2332.026	2333.500
2331.731	2334.678	2334.236
2332.321	2332.615	2334.089
2333.500	2333.057	2335.268
2337.183	2332.910	2334.089
2339.541	2334.973	2336.741
2341.015	2337.625	2337.478
2340.425	2337.920	2339.983
2343.225	2338.068	2339.099
2341.309	2337.920	2338.362
2343.814	2341.015	2338.510
2341.899	2339.394	2340.278
2342.636	2337.625	2338.510
2339.246	2333.794	2338.362
2338.657	2333.057	2335.120
2336.299	2331.584	2335.415
2338.068	2331.584	2335.268
2334.678	2328.195	2334.236
2335.563	2329.521	2336.152
2332.321	2328.047	2334.089
2334.678	2329.079	2332.910
2334.678	2329.521	2331.731
2335.710	2332.321	2333.500
2336.889	2333.352	2332.173
2338.068	2336.447	2332.615
2335.268	2332.763	2328.195
2336.005	2335.857	2329.521
2334.678	2333.942	2330.700
2335.120	2335.857	2333.352
2333.057	2333.205	2332.173
2332.615	2333.500	2334.384
2332.615	2332.321	2334.531
2335.120	2335.415	2336.889
2333.205	2330.110	2335.415
2334.826	2331.879	2335.563
2334.678	2330.258	2333.352
2336.299	2332.615	2333.794
2336.299	2332.321	2330.405
2336.594	2332.615	2330.700
2334.678	2331.584	2328.047
2335.857	2333.500	2328.047
2333.500	2335.710	2328.784
2333.942	2334.236	2330.995
2330.847	2332.763	2328.784
2330.552	2331.584	2332.321
2327.753	2328.490	2330.552
2329.816	2329.963	2334.236
2327.458	2329.079	2333.500
2328.784	2327.900	2333.057
2327.753	2326.721	2330.847
2330.700	2326.721	2334.089
2331.437	2327.163	2330.552
2332.615	2328.784	2331.879
2331.437	2327.605	2328.784
2331.289	2327.458	2328.195
2330.552	2324.216	2327.753
2330.110	2328.490	2328.195
2327.458	2325.837	2324.806
2326.574	2325.837	2328.195
2326.427	2324.658	2327.605
2327.311	2325.248	2328.784
2328.195	2324.364	2329.079
2327.605	2327.458	2328.637
2328.047	2325.984	2329.374
2332.026	2330.110	2332.910
2330.258	2326.869	2330.258
2332.321	2328.195	2330.405
2330.258	2327.016	2327.753
2331.289	2330.995	2332.321
2331.584	2330.405	2329.521
2330.405	2329.079	2330.700
2325.690	2328.490	2325.690
2326.279	2330.700	2327.605
2322.006	2330.995	2325.837
2324.069	2330.552	2328.637
2322.006	2325.837	2323.627
2322.301	2324.953	2327.163
2322.153	2324.511	2324.069
2323.627	2323.479	2326.574
2324.364	2323.774	2325.837
2327.605	2323.479	2328.047
2327.605	2323.774	2327.163
2328.784	2327.163	2328.342
2328.047	2326.574	2328.637
2328.932	2328.490	2328.195
2328.637	2326.279	2328.195
2326.869	2325.984	2327.016
2327.605	2324.658	2326.721
2327.458	2326.869	2327.311
2327.900	2324.069	2326.574
