2338.362	2336.299	2335.268
2343.520	2343.520	2346.614
2357.960	2353.834	2360.023
2344.404	2344.404	2348.677
2343.520	2344.256	2349.856
2344.551	2346.025	2350.445
2342.488	2345.288	2347.793
2343.078	2344.993	2348.824
2344.698	2348.235	2349.266
2345.435	2348.088	2350.740
2346.909	2350.593	2349.561
2350.298	2354.129	2351.919
2351.035	2354.129	2352.950
2350.887	2354.424	2353.392
2353.982	2357.371	2353.982
2354.424	2357.224	2356.634
2354.866	2356.487	2355.603
2352.950	2356.487	2355.161
2351.624	2354.719	2353.687
2349.709	2355.013	2352.656
2350.593	2354.571	2353.687
2346.909	2351.477	2351.035
2344.698	2350.445	2349.561
2344.846	2351.624	2349.119
2346.909	2350.740	2352.214
2348.530	2352.508	2351.771
2350.593	2352.361	2352.803
2350.887	2353.245	2351.182
2350.887	2353.392	2349.266
2352.656	2355.161	2348.677
2351.035	2352.803	2348.824
2350.887	2353.834	2345.435
2347.351	2351.035	2345.730
2348.382	2352.066	2344.551
2348.088	2351.182	2347.793
2348.972	2351.329	2350.151
2346.319	2347.940	2350.298
2346.614	2349.119	2350.887
2346.025	2348.530	2351.329
2345.877	2349.266	2348.235
2343.520	2347.203	2348.088
2343.078	2347.203	2344.993
2343.667	2348.088	2343.962
2346.614	2350.593	2343.520
2347.351	2350.887	2342.046
2345.877	2347.498	2340.278
2347.203	2349.414	2342.783
2343.962	2347.203	2340.867
2342.783	2349.266	2342.046
2343.814	2348.382	2344.256
2340.720	2348.382	2343.962
2338.068	2344.404	2342.341
2338.804	2346.172	2343.814
2338.510	2345.141	2343.520
2341.015	2347.351	2344.404
2339.836	2342.341	2340.130
2337.183	2342.193	2336.594
2337.625	2339.836	2336.152
2340.278	2343.814	2336.889
2339.688	2343.520	2335.415
2340.573	2344.109	2336.447
2341.015	2346.172	2338.068
2341.604	2347.203	2340.130
2342.046	2348.088	2341.604
2340.573	2346.614	2341.162
2338.362	2345.583	2341.309
2337.036	2343.520	2342.488
2334.973	2339.836	2339.983
2334.236	2336.594	2337.331
2334.236	2338.657	2339.099
2335.268	2339.099	2338.657
2335.120	2339.246	2337.478
2335.710	2338.804	2335.415
