2344.551	2330.110	2343.520	2343.520	2345.583	2356.929	2404.377	2432.227	2386.842	2323.922	2324.953	2323.922	2341.457	2344.551	2340.425
2348.677	2348.677	2342.488	2355.897	2342.488	2345.583	2383.747	2413.660	2393.031	2355.897	2360.023	2357.960	2345.583	2344.551	2341.457
2346.614	2342.488	2350.740	2367.244	2368.275	2367.244	2405.408	2432.227	2419.849	2348.677	2344.551	2349.709	2365.181	2356.929	2361.055
2346.761	2342.930	2348.235	2353.982	2353.687	2356.045	2397.304	2427.217	2394.504	2346.761	2346.025	2346.909	2346.909	2351.624	2346.614
2344.404	2343.814	2345.730	2355.013	2354.571	2354.866	2396.272	2425.891	2392.736	2350.298	2348.382	2349.266	2344.846	2351.771	2346.614
2343.372	2343.962	2348.972	2354.424	2354.719	2357.813	2399.367	2429.427	2392.441	2350.298	2347.498	2348.824	2345.435	2353.540	2348.972
2342.783	2345.141	2348.235	2354.424	2352.214	2356.929	2399.662	2430.459	2389.641	2350.887	2347.056	2348.530	2341.162	2351.771	2345.288
2341.162	2346.025	2348.530	2352.214	2349.709	2356.339	2401.872	2433.258	2392.441	2350.740	2346.025	2348.235	2340.720	2351.919	2344.993
2343.078	2349.266	2348.235	2353.540	2351.771	2358.844	2407.177	2438.416	2393.620	2353.834	2349.561	2351.035	2343.520	2352.066	2346.467
2344.698	2350.151	2350.003	2351.182	2350.151	2357.371	2409.240	2439.742	2396.862	2355.161	2350.445	2349.709	2344.846	2352.066	2346.614
2344.846	2350.298	2348.235	2353.098	2349.856	2359.581	2410.418	2442.394	2399.367	2355.897	2349.561	2349.856	2345.141	2351.624	2345.730
2347.646	2353.098	2351.771	2354.276	2350.887	2360.171	2416.607	2450.351	2406.735	2358.108	2350.003	2351.477	2349.709	2351.624	2347.056
2349.266	2354.571	2351.182	2355.603	2354.276	2361.644	2417.491	2452.562	2411.303	2360.613	2351.771	2350.740	2351.182	2352.803	2346.467
2350.003	2354.571	2351.771	2353.392	2353.834	2358.992	2419.554	2456.688	2412.923	2358.550	2350.887	2349.561	2353.098	2351.624	2348.088
2353.392	2358.108	2354.866	2356.487	2357.960	2361.792	2420.733	2461.108	2417.197	2360.907	2353.687	2351.329	2354.719	2352.508	2350.151
2353.245	2355.455	2356.634	2358.255	2359.287	2360.318	2420.586	2464.792	2420.291	2360.465	2351.919	2350.445	2355.603	2354.719	2352.066
2352.656	2356.782	2358.844	2360.613	2362.381	2361.792	2423.828	2470.539	2424.417	2360.171	2354.276	2353.245	2356.782	2355.161	2352.508
2354.276	2353.687	2355.603	2360.171	2362.381	2359.581	2424.417	2473.781	2424.712	2357.076	2351.477	2353.392	2354.719	2355.308	2353.098
2352.803	2350.887	2356.045	2360.318	2362.528	2360.465	2425.006	2475.696	2425.006	2355.161	2351.035	2353.982	2353.245	2357.224	2354.276
2354.571	2350.445	2352.950	2358.844	2362.234	2357.813	2427.954	2479.233	2422.649	2351.919	2348.382	2354.866	2350.445	2356.045	2354.276
2352.803	2349.856	2352.066	2357.666	2362.234	2360.465	2430.311	2482.917	2426.038	2355.308	2350.593	2356.192	2349.856	2359.287	2355.308
2350.593	2347.498	2351.035	2355.603	2360.171	2358.255	2431.195	2484.243	2422.943	2352.950	2347.351	2353.982	2345.730	2355.603	2351.477
2347.646	2348.088	2346.172	2351.624	2355.161	2357.518	2433.553	2486.600	2421.765	2350.445	2346.761	2351.182	2342.046	2353.245	2351.329
2348.677	2346.761	2344.846	2348.824	2356.192	2358.402	2433.995	2488.074	2420.291	2351.477	2345.141	2349.709	2341.899	2352.656	2350.298
2347.646	2348.677	2346.761	2351.329	2356.339	2358.992	2438.268	2492.200	2422.943	2354.276	2348.530	2351.329	2344.256	2353.098	2353.392
2351.035	2351.919	2346.909	2351.329	2356.782	2360.023	2438.268	2493.821	2423.680	2356.192	2350.887	2351.329	2344.698	2354.424	2351.477
2349.414	2352.656	2349.266	2352.214	2354.866	2361.202	2441.510	2499.568	2428.838	2359.287	2352.361	2350.445	2347.498	2353.834	2352.508
2351.182	2352.950	2350.151	2353.982	2356.045	2360.465	2441.215	2500.304	2427.659	2357.371	2352.066	2352.656	2348.235	2352.214	2350.445
2349.561	2350.887	2347.940	2353.098	2355.455	2358.697	2439.889	2498.094	2428.838	2358.550	2351.477	2349.856	2350.003	2351.035	2351.035
2351.477	2351.182	2349.561	2354.129	2356.782	2358.550	2439.300	2494.116	2429.280	2357.666	2350.593	2352.508	2351.477	2350.740	2350.003
2351.182	2350.740	2348.677	2354.866	2353.392	2356.634	2436.500	2495.000	2428.985	2357.960	2352.361	2349.856	2351.624	2348.677	2350.003
2348.824	2347.793	2348.972	2351.919	2352.214	2353.687	2433.995	2491.021	2425.301	2355.161	2348.824	2347.351	2348.235	2346.319	2345.288
2345.141	2347.793	2348.530	2350.593	2351.919	2353.098	2431.343	2490.284	2424.417	2353.982	2348.235	2343.962	2347.940	2342.636	2346.172
2346.319	2345.288	2347.351	2349.414	2352.803	2350.151	2427.364	2485.422	2420.291	2350.593	2345.583	2343.078	2344.404	2341.899	2344.846
2345.583	2348.530	2348.530	2350.445	2354.424	2353.245	2428.838	2484.095	2420.881	2352.508	2346.761	2341.309	2345.435	2343.962	2348.088
2347.498	2346.761	2350.151	2351.624	2354.129	2351.919	2428.985	2483.801	2418.965	2351.477	2346.319	2343.814	2343.225	2344.698	2348.235
2343.962	2346.467	2347.351	2351.771	2354.719	2351.035	2429.280	2484.095	2420.733	2353.245	2345.435	2341.751	2344.256	2344.109	2346.025
2344.404	2344.698	2347.498	2350.298	2353.245	2351.477	2430.164	2483.211	2419.112	2349.856	2344.698	2343.225	2340.867	2345.435	2348.382
2344.256	2347.498	2347.056	2353.834	2354.571	2353.245	2431.785	2489.105	2422.649	2352.066	2347.203	2344.698	2342.783	2348.382	2348.824
2343.078	2343.814	2343.225	2349.856	2350.740	2350.003	2431.195	2488.074	2419.849	2350.740	2343.962	2345.730	2339.688	2347.351	2347.498
2341.604	2344.404	2343.667	2350.887	2349.266	2350.593	2433.258	2491.611	2422.207	2352.508	2345.583	2346.319	2341.457	2347.351	2344.993
2341.309	2338.952	2340.278	2346.467	2344.256	2346.319	2430.459	2491.463	2420.291	2350.593	2343.372	2344.993	2338.510	2344.109	2341.899
2339.541	2341.604	2340.130	2344.256	2343.667	2348.088	2432.522	2495.147	2423.238	2351.035	2344.404	2346.025	2340.867	2347.203	2340.867
2343.520	2341.899	2343.520	2345.288	2343.962	2349.709	2433.553	2499.715	2422.649	2351.477	2347.203	2348.677	2340.425	2346.467	2341.457
2342.341	2343.225	2342.783	2346.025	2346.467	2350.151	2436.647	2502.367	2426.185	2351.329	2345.730	2346.761	2342.193	2346.319	2338.952
2341.899	2341.751	2341.015	2341.457	2344.109	2348.677	2435.027	2500.746	2424.270	2347.940	2344.846	2345.141	2341.604	2341.604	2338.362
2344.109	2342.341	2344.109	2345.877	2345.583	2350.151	2438.416	2503.841	2428.396	2347.056	2346.614	2343.962	2343.814	2343.372	2338.068
2341.751	2343.078	2342.046	2343.372	2344.846	2347.646	2437.974	2505.167	2427.806	2342.783	2344.256	2341.457	2341.899	2340.278	2337.920
2344.551	2342.341	2344.551	2345.877	2348.530	2348.088	2438.563	2507.672	2430.311	2341.457	2345.730	2342.193	2342.341	2340.425	2338.510
2344.256	2344.698	2345.435	2348.530	2351.771	2348.824	2439.742	2511.356	2432.669	2341.899	2346.025	2342.341	2344.698	2340.278	2342.341
2343.225	2342.046	2344.109	2346.614	2351.771	2347.940	2438.563	2509.440	2429.574	2340.425	2345.583	2338.657	2340.425	2341.899	2341.309
2338.804	2340.720	2341.899	2344.256	2347.351	2343.814	2433.995	2506.641	2427.511	2339.246	2341.015	2338.068	2336.447	2338.068	2339.099
2339.983	2340.425	2344.109	2344.993	2351.329	2346.614	2437.826	2507.230	2426.627	2340.867	2343.225	2338.510	2338.215	2340.130	2341.015
2337.773	2339.394	2341.899	2342.930	2349.561	2345.288	2435.911	2509.882	2425.743	2341.015	2341.015	2339.688	2334.678	2339.394	2340.278
2337.478	2337.920	2344.698	2343.667	2352.214	2350.151	2436.647	2508.114	2425.154	2343.814	2343.814	2341.162	2337.478	2342.193	2342.783
2332.763	2337.625	2339.246	2339.541	2346.025	2347.203	2434.879	2506.051	2419.554	2342.783	2339.099	2338.215	2334.089	2340.867	2338.068
2332.173	2334.384	2339.099	2336.889	2343.667	2344.846	2433.258	2503.546	2415.723	2341.457	2338.068	2336.152	2331.142	2337.920	2337.478
2329.079	2335.120	2336.447	2336.741	2339.688	2344.109	2431.637	2501.925	2415.723	2341.751	2336.594	2335.268	2332.321	2334.826	2335.268
2333.942	2336.594	2339.983	2337.920	2342.341	2348.088	2434.879	2503.841	2416.165	2343.372	2340.130	2337.773	2336.447	2341.309	2338.952
2332.910	2336.005	2337.625	2337.920	2338.657	2345.141	2429.132	2500.894	2416.902	2343.667	2337.036	2335.563	2333.647	2339.099	2334.531
2335.563	2338.657	2338.952	2337.625	2342.341	2346.909	2430.606	2497.063	2416.460	2343.962	2340.130	2335.563	2337.920	2341.457	2335.710
2338.068	2340.425	2337.183	2337.920	2340.573	2345.730	2429.869	2497.063	2415.870	2345.288	2339.983	2339.099	2336.299	2340.720	2334.236
2340.867	2343.962	2340.867	2340.278	2344.404	2348.677	2431.932	2499.715	2419.996	2345.435	2342.930	2338.804	2340.278	2342.636	2336.889
2340.425	2342.046	2338.657	2340.720	2344.109	2349.709	2430.459	2500.452	2421.175	2345.288	2342.193	2340.573	2339.836	2341.309	2334.826
2341.751	2342.193	2340.130	2339.541	2346.614	2348.972	2430.016	2503.546	2422.059	2343.520	2341.751	2338.804	2339.983	2342.488	2337.331
2338.068	2339.394	2337.331	2340.720	2346.467	2345.435	2431.343	2504.136	2421.028	2342.046	2341.457	2336.152	2338.510	2338.804	2333.942
2337.773	2342.636	2339.099	2338.804	2346.909	2346.025	2430.753	2506.641	2420.438	2341.457	2341.015	2336.152	2338.362	2341.309	2336.594
2333.794	2338.362	2337.331	2337.920	2342.636	2342.341	2427.806	2501.189	2418.965	2340.130	2340.130	2332.615	2333.500	2336.299	2334.236
2332.615	2336.005	2336.152	2338.215	2341.162	2341.162	2423.680	2500.599	2416.902	2336.741	2336.152	2328.195	2333.942	2335.857	2333.942
2329.816	2332.615	2336.299	2338.657	2340.720	2339.099	2420.291	2495.147	2416.165	2337.625	2337.331	2330.552	2329.963	2335.120	2335.268
2331.584	2335.710	2336.889	2340.425	2339.836	2341.309	2420.438	2493.526	2413.071	2339.099	2337.036	2330.258	2331.289	2338.657	2337.036
2330.847	2334.678	2335.268	2338.804	2336.299	2338.510	2417.491	2489.253	2410.860	2338.952	2337.183	2330.847	2329.226	2338.657	2335.120
2332.763	2335.120	2336.152	2337.625	2337.036	2339.246	2414.986	2487.927	2408.945	2339.688	2334.678	2332.321	2326.574	2337.773	2338.362
2330.847	2331.584	2334.089	2339.983	2334.384	2337.625	2416.313	2487.779	2407.177	2338.362	2333.942	2333.205	2327.311	2335.120	2335.563
2331.879	2333.352	2336.447	2337.331	2336.299	2339.099	2415.281	2489.990	2404.966	2337.036	2331.437	2336.447	2329.521	2338.804	2337.478
2330.405	2333.500	2334.236	2337.331	2335.857	2337.331	2415.576	2488.074	2405.998	2339.394	2332.468	2335.415	2327.458	2336.741	2334.089
2331.731	2335.857	2336.299	2335.710	2336.299	2338.657	2418.965	2494.410	2406.735	2338.215	2331.289	2335.268	2331.437	2338.510	2333.352
2330.700	2333.942	2332.615	2335.415	2336.005	2335.415	2419.996	2497.505	2409.387	2337.625	2331.142	2333.352	2329.963	2334.531	2329.816
2330.995	2334.973	2335.268	2336.005	2339.246	2338.657	2422.649	2500.894	2411.450	2336.741	2330.847	2333.500	2330.847	2336.299	2330.552
2329.374	2332.763	2333.352	2336.152	2337.625	2339.394	2422.354	2502.367	2413.365	2335.710	2333.205	2335.120	2332.910	2335.563	2328.195
2334.384	2336.299	2334.973	2334.973	2340.130	2341.604	2423.091	2505.020	2417.197	2336.005	2335.857	2333.057	2333.647	2337.920	2331.731
2333.500	2335.563	2333.942	2339.099	2341.015	2343.225	2426.480	2509.882	2420.438	2337.036	2337.920	2335.268	2334.236	2336.594	2330.552
2336.889	2337.773	2338.068	2338.068	2343.225	2346.467	2426.922	2512.829	2422.059	2336.741	2340.720	2335.857	2336.152	2339.099	2334.826
