2340.425	2339.394	2349.709	2343.520	2335.268	2340.425	2385.810	2421.912	2388.905	2329.079	2330.110	2355.897	2336.299	2339.394	2345.583
2341.457	2345.583	2330.110	2348.677	2345.583	2364.149	2389.936	2423.975	2380.653	2349.709	2358.992	2339.394	2334.236	2336.299	2348.677
2357.960	2351.771	2360.023	2350.740	2355.897	2348.677	2421.912	2439.447	2399.219	2348.677	2347.646	2365.181	2342.488	2360.023	2347.646
2346.909	2349.119	2343.225	2348.972	2349.856	2355.308	2399.514	2432.227	2390.673	2347.056	2348.677	2352.361	2344.256	2349.709	2350.593
2346.467	2349.414	2342.488	2348.824	2351.035	2356.339	2399.367	2433.848	2390.084	2348.530	2350.151	2349.856	2346.172	2347.498	2348.972
2348.088	2350.298	2345.877	2348.677	2353.687	2355.161	2400.840	2435.911	2393.031	2350.151	2350.003	2352.361	2348.824	2350.593	2352.361
2347.498	2351.329	2343.814	2346.909	2353.098	2355.603	2398.483	2437.384	2392.736	2350.151	2350.593	2350.151	2351.035	2347.793	2349.709
2346.761	2348.824	2345.877	2344.404	2351.624	2352.361	2400.693	2436.058	2392.736	2349.856	2349.414	2350.740	2350.887	2344.698	2350.445
2347.793	2352.950	2350.003	2348.677	2352.214	2356.045	2402.609	2442.689	2397.304	2352.361	2351.477	2352.950	2353.834	2347.940	2350.593
2349.266	2350.593	2348.824	2346.319	2354.571	2353.540	2405.408	2444.015	2396.272	2353.245	2352.361	2353.834	2353.834	2346.761	2349.561
2350.298	2352.656	2350.740	2348.382	2353.392	2355.161	2406.587	2450.351	2398.925	2354.424	2352.361	2354.571	2354.719	2346.172	2348.677
2353.982	2353.687	2351.624	2350.445	2357.076	2357.666	2412.334	2456.098	2402.019	2357.666	2355.308	2357.076	2356.192	2349.709	2350.298
2356.045	2354.866	2353.245	2352.361	2355.308	2360.171	2416.018	2462.140	2401.872	2357.076	2354.719	2356.192	2355.161	2349.709	2348.530
2356.045	2353.687	2353.245	2353.540	2355.750	2360.023	2417.933	2463.908	2404.230	2356.192	2355.897	2354.719	2353.982	2350.298	2351.329
2361.497	2357.518	2353.834	2354.719	2357.371	2361.644	2421.323	2467.592	2407.177	2359.434	2356.929	2356.045	2354.571	2353.540	2350.593
2360.907	2355.750	2353.687	2356.487	2359.729	2361.202	2425.154	2473.781	2408.798	2358.402	2358.844	2354.424	2353.540	2353.834	2352.508
2363.560	2358.255	2355.897	2357.960	2358.255	2364.886	2427.069	2477.317	2414.250	2359.729	2357.813	2355.161	2353.982	2355.455	2354.424
2359.434	2355.603	2352.950	2357.076	2359.434	2361.349	2427.954	2480.854	2414.839	2356.487	2357.518	2352.950	2351.182	2355.308	2354.719
2357.960	2356.192	2352.803	2358.255	2357.076	2360.465	2427.806	2482.180	2416.460	2354.866	2357.076	2352.361	2349.561	2356.487	2356.929
