2340.425	2348.677	2333.205	2343.520	2329.079	2328.047	2340.425	2351.771	2343.520	2336.299	2335.268	2344.551	2348.677
2334.236	2349.709	2349.709	2347.646	2350.740	2355.897	2353.834	2341.457	2346.614	2341.457	2339.394	2349.709	2340.425
2362.086	2351.771	2364.149	2367.244	2361.055	2347.646	2360.023	2349.709	2356.929	2355.897	2345.583	2362.086	2373.433
2346.761	2352.214	2349.266	2354.276	2349.856	2347.793	2353.687	2349.561	2352.656	2348.530	2343.372	2350.593	2351.624
2346.909	2351.624	2350.298	2354.129	2350.740	2349.709	2354.129	2348.972	2352.361	2348.677	2344.256	2348.235	2349.414
2350.740	2354.571	2351.919	2356.339	2350.740	2349.856	2354.571	2351.771	2353.834	2351.329	2345.730	2349.709	2351.035
2348.235	2353.245	2349.856	2353.540	2347.646	2349.709	2352.066	2352.066	2352.950	2350.003	2347.646	2346.172	2346.909
2348.088	2354.129	2351.182	2351.919	2347.940	2347.940	2353.245	2351.477	2350.445	2346.909	2348.235	2344.109	2348.088
2349.709	2354.866	2352.066	2351.919	2349.119	2350.887	2352.508	2352.361	2354.276	2348.824	2350.593	2347.203	2346.909
2350.887	2355.897	2354.129	2351.182	2350.593	2351.329	2353.245	2351.624	2352.214	2347.351	2348.530	2347.351	2347.940
2351.477	2352.950	2352.066	2348.824	2349.119	2352.656	2351.035	2351.771	2352.803	2346.909	2350.151	2348.677	2347.793
2352.950	2353.540	2353.687	2353.392	2351.919	2353.392	2353.540	2352.214	2352.950	2349.561	2350.151	2353.245	2351.477
2351.771	2352.214	2352.066	2350.887	2350.887	2355.308	2353.098	2350.298	2354.424	2348.235	2353.540	2353.687	2352.361
2354.129	2353.098	2351.035	2350.151	2351.329	2353.098	2354.276	2350.593	2352.803	2349.119	2350.003	2354.719	2353.540
2354.424	2353.392	2351.477	2351.624	2352.508	2356.192	2353.982	2351.182	2354.866	2352.656	2355.013	2358.108	2356.487
2355.603	2355.455	2353.982	2354.424	2356.192	2355.161	2357.518	2354.719	2353.687	2352.950	2353.687	2358.992	2358.697
2354.129	2355.308	2353.540	2355.013	2354.424	2356.339	2357.076	2356.782	2357.813	2355.013	2355.161	2360.023	2362.528
2355.161	2356.782	2354.276	2356.487	2355.308	2354.276	2358.697	2357.076	2354.866	2355.308	2352.950	2359.139	2359.876
2353.392	2358.402	2355.013	2353.392	2355.750	2354.571	2357.960	2357.960	2356.045	2354.571	2354.719	2360.023	2361.644
2352.066	2357.960	2356.045	2354.276	2355.897	2352.214	2358.402	2358.402	2353.687	2354.129	2351.329	2357.224	2359.876
2351.329	2358.992	2357.813	2356.192	2357.371	2355.897	2358.550	2359.139	2356.634	2354.719	2354.866	2359.729	2361.792
2351.771	2357.224	2355.455	2355.161	2354.276	2351.477	2356.782	2358.550	2354.866	2352.066	2350.151	2356.045	2357.518
2347.646	2356.487	2352.656	2352.508	2350.298	2350.003	2355.455	2355.455	2352.508	2349.709	2350.740	2355.161	2353.834
2348.677	2354.276	2353.245	2351.771	2351.477	2349.856	2353.245	2355.750	2352.803	2348.824	2351.919	2354.129	2349.561
2347.793	2357.224	2355.750	2351.624	2349.119	2351.477	2353.982	2356.634	2352.950	2350.151	2353.540	2354.571	2351.771
2350.593	2355.750	2354.276	2353.687	2350.003	2352.950	2352.803	2358.844	2357.076	2349.266	2353.982	2353.540	2350.298
2352.508	2357.666	2355.161	2353.392	2350.740	2353.834	2351.624	2358.402	2356.339	2350.740	2355.750	2356.192	2353.245
2351.624	2355.308	2352.656	2354.276	2352.214	2351.919	2351.919	2358.697	2356.045	2347.940	2352.950	2355.161	2351.182
2351.035	2353.098	2351.035	2351.624	2350.593	2352.066	2349.266	2356.192	2353.540	2347.203	2353.982	2355.455	2351.771
2350.593	2350.298	2350.445	2354.719	2352.803	2351.329	2348.972	2354.276	2352.656	2345.877	2351.477	2352.950	2353.392
2348.972	2350.887	2348.235	2351.919	2349.709	2350.151	2350.003	2353.098	2348.824	2344.256	2352.361	2353.687	2355.161
2347.793	2348.088	2345.583	2350.887	2350.298	2347.056	2347.203	2350.593	2347.793	2341.015	2349.414	2352.508	2353.982
2344.698	2347.793	2346.025	2347.351	2347.056	2345.730	2347.351	2346.761	2343.372	2341.457	2349.414	2351.771	2352.361
2342.783	2345.583	2344.993	2346.467	2347.056	2343.372	2348.530	2348.677	2344.698	2339.394	2347.498	2350.445	2348.235
2343.372	2347.940	2347.940	2346.467	2345.730	2345.877	2348.677	2349.561	2344.404	2341.751	2349.414	2349.414	2351.329
2341.751	2349.119	2348.382	2349.119	2346.025	2346.319	2350.003	2351.477	2345.583	2342.783	2347.646	2350.151	2349.119
2342.783	2350.003	2349.561	2346.172	2342.930	2346.614	2348.088	2352.214	2345.288	2343.962	2348.972	2347.940	2349.561
2343.667	2350.445	2350.445	2347.940	2343.962	2345.141	2348.824	2351.477	2346.319	2345.141	2347.056	2347.940	2346.172
2344.551	2352.214	2351.771	2348.972	2345.288	2348.382	2350.887	2354.719	2348.235	2347.498	2350.445	2347.056	2348.235
2344.551	2349.709	2350.298	2348.677	2343.520	2346.909	2347.646	2354.276	2345.730	2345.435	2347.203	2346.467	2345.141
2345.583	2349.414	2350.151	2349.266	2342.930	2347.793	2347.203	2353.540	2343.520	2344.846	2347.498	2344.698	2346.614
2343.520	2345.877	2346.761	2346.467	2339.394	2344.698	2344.993	2348.677	2343.372	2342.193	2345.141	2343.078	2341.751
2345.877	2346.614	2347.056	2347.940	2341.751	2344.256	2344.256	2350.298	2342.046	2342.046	2346.172	2342.046	2344.256
2346.467	2346.025	2346.909	2347.203	2341.457	2346.025	2346.025	2349.709	2345.288	2342.046	2346.614	2345.141	2343.814
2347.056	2347.498	2345.141	2349.561	2342.930	2344.993	2344.109	2351.477	2342.341	2341.309	2346.467	2343.520	2344.993
2345.288	2342.783	2340.720	2345.583	2339.394	2341.604	2340.867	2346.319	2341.162	2338.068	2342.193	2342.341	2341.604
2347.646	2344.993	2340.867	2347.940	2341.162	2340.720	2342.783	2348.824	2341.162	2339.394	2345.435	2342.488	2344.551
2344.993	2341.899	2337.183	2345.288	2340.278	2341.309	2340.425	2345.877	2339.983	2339.541	2342.046	2342.341	2343.372
2347.351	2345.435	2339.541	2344.846	2343.078	2341.604	2342.488	2347.646	2339.099	2340.425	2344.698	2344.551	2344.109
2347.351	2345.730	2341.162	2343.520	2344.698	2343.372	2345.583	2347.793	2343.520	2342.636	2344.404	2347.056	2347.646
2347.940	2345.288	2339.541	2342.488	2346.467	2341.899	2343.667	2348.530	2339.688	2341.604	2342.636	2346.172	2344.698
2343.814	2340.867	2337.920	2337.773	2342.046	2341.309	2342.046	2343.520	2339.983	2339.836	2340.130	2344.256	2344.109
